ProductID,SKU,ProductName,Category,SubCategory,Brand,UnitPrice,CostPrice,Weight,UnitOfMeasure,SupplierID,LaunchDate,IsActive
5142,SKU-FUR-005142,Adidas Office Chair,Furniture,Office,Adidas,20431.38,16448.52,13.63,Box,415,2023-11-04,True
5143,SKU-ELE-005143,Parle Business Laptop,Electronics,Laptop,Parle,19957.86,14014.16,7.66,Box,379,2020-08-10,True
5144,SKU-FAS-005144,Nestle T-Shirt,Fashion,Men,Nestle,56360.45,43444.06,13.91,Pack,400,2022-06-29,True
5145,SKU-FAS-005145,Samsung Sandals,Fashion,Footwear,Samsung,64813.91,49003.54,4.8,Box,11,2021-09-05,True
5146,SKU-ELE-005146,Samsung Chromebook,Electronics,Laptop,Samsung,5956.69,4062.66,7.27,Liter,108,2023-07-31,False
5147,SKU-GRO-005147,Dell Fruit Juice,Groceries,Beverages,Dell,44934.47,32896.91,8.39,Liter,420,2022-09-28,True
5148,SKU-GRO-005148,Noise Biscuits,Groceries,Snacks,Noise,42785.92,34394.18,20.49,Piece,374,2025-02-12,True
5149,SKU-FAS-005149,Tata Sandals,Fashion,Footwear,Tata,7977.29,5605.42,9.63,Kg,79,2025-02-22,True
5150,SKU-FAS-005150,Boat Sandals,Fashion,Footwear,Boat,18875.31,14307.89,1.12,Liter,70,2020-03-17,False
5151,SKU-ELE-005151,Bajaj Bluetooth Speaker,Electronics,Accessories,Bajaj,58576.78,44818.92,3.65,Pack,356,2024-10-10,True
5152,SKU-ELE-005152,Godrej Earbuds,Electronics,Accessories,Godrej,50469.37,34470.34,20.97,Liter,273,2026-03-16,True
5153,SKU-GRO-005153,Apple Tea,Groceries,Beverages,Apple,63057.91,47199.07,8.47,Box,68,2023-03-13,True
5154,SKU-ELE-005154,Boat Bluetooth Speaker,Electronics,Accessories,Boat,4042.92,2886.48,20.77,Pack,128,2025-01-05,True
5155,SKU-FAS-005155,Sony Sandals,Fashion,Footwear,Sony,36311.68,25269.26,22.26,Kg,69,2025-04-26,True
5156,SKU-HOM-005156,Woodland Mixer Grinder,Home Appliances,Kitchen,Woodland,52625.26,39060.23,21.92,Pack,234,2020-08-18,True
5157,SKU-FUR-005157,Parle Office Chair,Furniture,Office,Parle,54443.77,42456.21,23.95,Liter,185,2019-10-29,True
5158,SKU-HOM-005158,Tata Steam Mop,Home Appliances,Cleaning,Tata,20837.14,16222.48,13.61,Pack,13,2018-08-07,True
5159,SKU-GRO-005159,Godrej Fruit Juice,Groceries,Beverages,Godrej,36274.09,26280.91,7.89,Piece,499,2026-06-23,True
5160,SKU-HOM-005160,Apple Mixer Grinder,Home Appliances,Kitchen,Apple,11241.94,8828.82,10.25,Kg,136,2022-01-12,True
5161,SKU-HOM-005161,Amul Steam Mop,Home Appliances,Cleaning,Amul,30553.18,25510.28,6.78,Liter,321,2018-10-01,False
5162,SKU-FAS-005162,Puma Kurti,Fashion,Women,Puma,56934.95,40922.07,7.92,Pack,19,2020-07-11,True
5163,SKU-HOM-005163,Apple Rice Cooker,Home Appliances,Kitchen,Apple,31420.18,21398.59,16.29,Piece,437,2023-02-25,True
5164,SKU-FUR-005164,LG Mattress,Furniture,Bedroom,LG,13662.76,9931.29,21.42,Liter,187,2021-06-29,True
5165,SKU-FAS-005165,HP Running Shoes,Fashion,Footwear,HP,11934.55,8949.31,2.76,Kg,98,2023-12-15,True
5166,SKU-FAS-005166,Havells Jacket,Fashion,Men,Havells,42366.26,35954.09,0.34,Pack,56,2025-09-08,True
5167,SKU-GRO-005167,Puma Chips,Groceries,Snacks,Puma,57290.37,47044.66,1.48,Piece,136,2024-06-11,True
5168,SKU-FUR-005168,Amul Study Table,Furniture,Office,Amul,9246.9,7804.76,6.61,Liter,351,2026-01-03,True
5169,SKU-GRO-005169,Lenovo Fruit Juice,Groceries,Beverages,Lenovo,60922.5,48465.88,12.1,Box,357,2018-08-17,True
5170,SKU-FUR-005170,Parle TV Unit,Furniture,Living Room,Parle,26926.67,20924.7,18.49,Pack,359,2021-05-24,True
5171,SKU-GRO-005171,Mi Coffee,Groceries,Beverages,Mi,21971.03,15853.68,13.58,Box,97,2018-07-23,True
5172,SKU-GRO-005172,HP Chips,Groceries,Snacks,HP,53238.69,36295.42,11.29,Piece,289,2024-12-31,True
5173,SKU-FAS-005173,Dell T-Shirt,Fashion,Men,Dell,57432.71,49641.77,8.1,Piece,434,2024-02-20,True
5174,SKU-HOM-005174,Woodland Air Cooler,Home Appliances,Cooling,Woodland,41588.32,31077.5,24.22,Liter,227,2021-09-30,True
5175,SKU-FAS-005175,IKEA Sneakers,Fashion,Footwear,IKEA,11402.75,8569.97,5.83,Pack,254,2025-10-07,True
5176,SKU-HOM-005176,Philips Microwave,Home Appliances,Kitchen,Philips,36588.5,29096.98,4.44,Liter,121,2024-10-28,True
5177,SKU-FAS-005177,HP Sandals,Fashion,Footwear,HP,14525.93,10130.95,17.39,Kg,29,2024-09-24,False
5178,SKU-FAS-005178,Godrej Handbag,Fashion,Women,Godrej,4652.36,3924.16,9.7,Pack,92,2021-02-28,True
5179,SKU-FAS-005179,LG Shirt,Fashion,Men,LG,56862.3,45524.52,3.31,Kg,421,2019-06-06,True
5180,SKU-GRO-005180,Dell Biscuits,Groceries,Snacks,Dell,13541.72,10316.44,15.92,Box,490,2020-04-16,True
5181,SKU-ELE-005181,Samsung Power Bank,Electronics,Mobile,Samsung,56596.62,39069.71,9.82,Kg,426,2023-01-20,True
5182,SKU-HOM-005182,Samsung Steam Mop,Home Appliances,Cleaning,Samsung,13669.97,9113.82,22.19,Kg,193,2020-07-27,False
5183,SKU-HOM-005183,Bajaj Air Cooler,Home Appliances,Cooling,Bajaj,19472.63,13922.72,16.03,Pack,304,2022-02-12,True
5184,SKU-ELE-005184,Dell Wireless Charger,Electronics,Mobile,Dell,6699.41,4777.16,21.92,Kg,138,2022-09-24,True
5185,SKU-FAS-005185,Dell Jacket,Fashion,Men,Dell,44977.76,32498.56,23.09,Liter,188,2019-01-21,True
5186,SKU-FUR-005186,Bajaj Bed,Furniture,Bedroom,Bajaj,3811.62,2612.01,3.71,Liter,370,2019-10-04,False
5187,SKU-FAS-005187,Dell Running Shoes,Fashion,Footwear,Dell,54386.55,43868.45,22.31,Liter,475,2024-08-07,True
5188,SKU-HOM-005188,Sony Rice Cooker,Home Appliances,Kitchen,Sony,71981.98,48061.86,15.4,Box,3,2020-12-04,True
5189,SKU-FUR-005189,Philips Coffee Table,Furniture,Living Room,Philips,51077.46,42289.82,6.85,Liter,260,2019-05-04,True
5190,SKU-GRO-005190,Nike Namkeen,Groceries,Snacks,Nike,14040.83,10985.76,9.07,Box,123,2018-12-02,True
5191,SKU-FUR-005191,Realme TV Unit,Furniture,Living Room,Realme,9600.02,7734.33,5.41,Liter,289,2026-05-20,True
5192,SKU-FUR-005192,Tata Mattress,Furniture,Bedroom,Tata,3152.26,2165.04,17.97,Kg,251,2020-07-07,True
5193,SKU-HOM-005193,Havells Ceiling Fan,Home Appliances,Cooling,Havells,43908.26,31206.21,3.32,Box,323,2026-03-06,True
5194,SKU-FAS-005194,Adidas Shirt,Fashion,Men,Adidas,33510.37,22824.77,0.85,Piece,233,2025-09-26,True
5195,SKU-FAS-005195,Philips Top,Fashion,Women,Philips,52023.2,39099.37,19.18,Piece,325,2022-12-19,False
5196,SKU-GRO-005196,Bajaj Fruit Juice,Groceries,Beverages,Bajaj,57433.73,43382.46,19.77,Kg,365,2022-01-22,True
5197,SKU-HOM-005197,HP Air Fryer,Home Appliances,Kitchen,HP,2658.75,2154.44,1.72,Box,123,2024-07-04,True
5198,SKU-ELE-005198,Nestle Power Bank,Electronics,Mobile,Nestle,33971.81,23493.14,18.53,Kg,127,2026-03-01,True
5199,SKU-FAS-005199,Realme Sneakers,Fashion,Footwear,Realme,48081.11,33599.19,21.16,Piece,368,2021-09-18,True
5200,SKU-HOM-005200,LG Air Cooler,Home Appliances,Cooling,LG,8070.23,6722.14,4.11,Piece,211,2022-06-12,True
5201,SKU-FAS-005201,IKEA Jeans,Fashion,Men,IKEA,18240.16,14413.86,3.58,Kg,134,2024-11-27,True
5202,SKU-HOM-005202,Samsung Vacuum Cleaner,Home Appliances,Cleaning,Samsung,10406.02,7475.74,19.4,Piece,29,2019-04-08,True
5203,SKU-HOM-005203,Parle Rice Cooker,Home Appliances,Kitchen,Parle,56765.46,46915.35,16.55,Kg,83,2023-06-27,True
5204,SKU-FAS-005204,Nestle Jacket,Fashion,Men,Nestle,7143.87,4839.34,8.52,Liter,389,2019-05-11,True
5205,SKU-GRO-005205,Prestige Cooking Oil,Groceries,Food,Prestige,11521.83,9230.48,18.47,Pack,266,2022-11-05,True
5206,SKU-GRO-005206,Realme Tea,Groceries,Beverages,Realme,40021.2,26890.92,21.54,Box,445,2019-09-06,True
5207,SKU-FAS-005207,Sony Jacket,Fashion,Men,Sony,52104.07,45260.0,4.89,Box,329,2023-12-19,True
5208,SKU-ELE-005208,Nike Business Laptop,Electronics,Laptop,Nike,22548.03,18867.05,23.72,Liter,466,2025-07-09,True
5209,SKU-GRO-005209,HP Fruit Juice,Groceries,Beverages,HP,27881.16,21098.77,23.33,Kg,400,2021-11-25,True
5210,SKU-FUR-005210,Woodland Coffee Table,Furniture,Living Room,Woodland,56178.49,40592.02,14.39,Pack,363,2019-03-08,True
5211,SKU-HOM-005211,Noise Ceiling Fan,Home Appliances,Cooling,Noise,22323.79,15071.21,4.07,Box,144,2023-07-31,True
5212,SKU-HOM-005212,HP Microwave,Home Appliances,Kitchen,HP,68549.65,47309.86,5.08,Kg,370,2023-05-18,True
5213,SKU-FUR-005213,Mi Bed,Furniture,Bedroom,Mi,10410.78,8208.79,24.86,Piece,198,2019-01-28,True
5214,SKU-FUR-005214,Apple Study Table,Furniture,Office,Apple,61017.58,43878.48,24.97,Liter,154,2022-03-31,True
5215,SKU-FAS-005215,Nestle Jeans,Fashion,Men,Nestle,61121.26,49368.02,9.37,Box,227,2024-03-07,True
5216,SKU-FUR-005216,Noise TV Unit,Furniture,Living Room,Noise,16560.43,11373.38,16.17,Kg,18,2019-08-29,True
5217,SKU-FUR-005217,Lenovo Office Chair,Furniture,Office,Lenovo,42143.56,32154.01,3.0,Liter,473,2020-07-23,True
5218,SKU-FUR-005218,Lenovo Office Chair,Furniture,Office,Lenovo,46765.8,35798.2,16.17,Box,299,2021-01-10,True
5219,SKU-ELE-005219,Samsung Mouse,Electronics,Accessories,Samsung,24157.74,17050.25,14.57,Box,382,2020-10-06,True
5220,SKU-GRO-005220,Philips Fruit Juice,Groceries,Beverages,Philips,4193.82,3006.84,4.79,Kg,415,2025-10-13,True
5221,SKU-HOM-005221,Samsung Microwave,Home Appliances,Kitchen,Samsung,384.15,333.59,10.65,Pack,455,2021-03-23,True
5222,SKU-FUR-005222,Puma Mattress,Furniture,Bedroom,Puma,25829.37,19721.09,11.77,Kg,323,2026-06-04,True
5223,SKU-FUR-005223,Tata Coffee Table,Furniture,Living Room,Tata,16002.66,12518.15,16.23,Box,446,2025-05-11,True
5224,SKU-GRO-005224,Boat Biscuits,Groceries,Snacks,Boat,54938.16,41927.09,23.48,Kg,479,2021-11-20,True
5225,SKU-FAS-005225,IKEA Shirt,Fashion,Men,IKEA,41518.36,33416.16,15.72,Piece,408,2024-07-04,True
5226,SKU-FAS-005226,HP Top,Fashion,Women,HP,48780.33,32684.52,3.74,Pack,338,2025-08-15,True
5227,SKU-FUR-005227,Nestle TV Unit,Furniture,Living Room,Nestle,61339.26,41378.83,18.53,Pack,292,2024-10-19,True
5228,SKU-ELE-005228,Prestige Feature Phone,Electronics,Mobile,Prestige,49698.23,41083.65,7.37,Kg,393,2021-04-27,True
5229,SKU-HOM-005229,Woodland Rice Cooker,Home Appliances,Kitchen,Woodland,19054.71,13569.18,5.78,Liter,209,2021-04-02,True
5230,SKU-HOM-005230,Noise Vacuum Cleaner,Home Appliances,Cleaning,Noise,48729.18,33304.27,19.21,Piece,427,2022-05-25,True
5231,SKU-FAS-005231,Lenovo Shirt,Fashion,Men,Lenovo,46315.91,39754.31,1.81,Pack,347,2020-11-09,True
5232,SKU-FUR-005232,Samsung TV Unit,Furniture,Living Room,Samsung,45303.56,30973.85,9.26,Piece,373,2020-07-13,False
5233,SKU-HOM-005233,HP Air Fryer,Home Appliances,Kitchen,HP,52388.96,36894.5,7.04,Box,228,2019-03-08,True
5234,SKU-GRO-005234,Havells Cooking Oil,Groceries,Food,Havells,45033.88,32543.76,7.4,Kg,84,2020-04-08,True
5235,SKU-ELE-005235,Havells Gaming Laptop,Electronics,Laptop,Havells,36913.34,26233.83,18.35,Kg,376,2019-09-14,True
5236,SKU-FAS-005236,Philips Kurti,Fashion,Women,Philips,26954.72,19616.85,23.57,Box,54,2025-03-07,True
5237,SKU-GRO-005237,Nestle Fruit Juice,Groceries,Beverages,Nestle,37854.11,32662.94,6.55,Piece,36,2025-02-04,True
5238,SKU-GRO-005238,Noise Wheat Flour,Groceries,Food,Noise,5221.08,3615.75,7.48,Piece,292,2023-07-09,True
5239,SKU-FAS-005239,Lenovo Sandals,Fashion,Footwear,Lenovo,1281.7,863.0,7.37,Kg,455,2019-06-22,True
5240,SKU-ELE-005240,Apple Power Bank,Electronics,Mobile,Apple,41841.53,33578.69,24.2,Liter,39,2019-11-13,True
5241,SKU-FAS-005241,Sony Jeans,Fashion,Men,Sony,24327.54,18253.4,11.5,Pack,163,2019-06-12,True
5242,SKU-ELE-005242,Philips Chromebook,Electronics,Laptop,Philips,40280.61,32391.74,6.77,Piece,117,2019-12-11,True
5243,SKU-FAS-005243,Nestle Kurti,Fashion,Women,Nestle,21866.94,17591.47,3.46,Kg,235,2022-05-15,True
5244,SKU-ELE-005244,Tata Business Laptop,Electronics,Laptop,Tata,23074.03,19444.66,8.51,Pack,61,2022-07-05,True
5245,SKU-HOM-005245,LG Air Cooler,Home Appliances,Cooling,LG,18142.71,12839.93,15.49,Pack,135,2021-03-20,True
5246,SKU-ELE-005246,Woodland Keyboard,Electronics,Accessories,Woodland,706.77,570.36,17.5,Liter,256,2022-01-01,True
5247,SKU-FAS-005247,Noise T-Shirt,Fashion,Men,Noise,2256.87,1849.86,22.44,Pack,96,2019-07-29,True
5248,SKU-HOM-005248,Tata Vacuum Cleaner,Home Appliances,Cleaning,Tata,40751.15,32415.15,20.38,Piece,383,2023-02-08,True
5249,SKU-FUR-005249,Mi Study Table,Furniture,Office,Mi,55748.28,39568.9,10.83,Kg,304,2021-08-05,True
5250,SKU-HOM-005250,LG Vacuum Cleaner,Home Appliances,Cleaning,LG,49527.02,33624.04,14.64,Kg,336,2025-02-05,True
5251,SKU-ELE-005251,Realme Bluetooth Speaker,Electronics,Accessories,Realme,43884.47,35273.74,1.66,Box,416,2020-04-24,True
5252,SKU-ELE-005252,Havells Phone Case,Electronics,Mobile,Havells,55961.52,47077.57,19.83,Kg,70,2022-05-23,True
5253,SKU-FUR-005253,Puma Study Table,Furniture,Office,Puma,46466.01,36662.44,14.86,Kg,463,2021-03-02,True
5254,SKU-FAS-005254,Puma Dress,Fashion,Women,Puma,50879.01,35399.27,3.89,Kg,219,2022-06-27,True
5255,SKU-GRO-005255,IKEA Cooking Oil,Groceries,Food,IKEA,38352.11,29781.11,11.05,Piece,143,2020-10-19,True
5256,SKU-ELE-005256,Realme Gaming Laptop,Electronics,Laptop,Realme,11810.42,8594.46,3.56,Liter,450,2025-10-18,True
5257,SKU-HOM-005257,Godrej Rice Cooker,Home Appliances,Kitchen,Godrej,32191.31,23563.77,5.99,Box,198,2019-07-26,True
5258,SKU-ELE-005258,Samsung Power Bank,Electronics,Mobile,Samsung,37360.6,25558.49,6.44,Kg,28,2019-04-25,True
5259,SKU-FAS-005259,Lenovo Jeans,Fashion,Men,Lenovo,43964.47,37132.76,9.02,Box,296,2019-11-20,True
5260,SKU-HOM-005260,Prestige Ceiling Fan,Home Appliances,Cooling,Prestige,27789.45,19297.96,9.81,Pack,84,2025-06-01,True
5261,SKU-HOM-005261,Mi Air Cooler,Home Appliances,Cooling,Mi,7076.05,5900.9,16.18,Box,448,2024-05-19,True
5262,SKU-GRO-005262,Realme Chips,Groceries,Snacks,Realme,6566.77,5562.22,24.11,Kg,284,2021-02-18,True
5263,SKU-FUR-005263,Nestle TV Unit,Furniture,Living Room,Nestle,12506.91,9067.44,23.66,Pack,245,2025-07-29,True
5264,SKU-HOM-005264,Realme Vacuum Cleaner,Home Appliances,Cleaning,Realme,32539.43,26455.16,20.15,Box,112,2024-07-16,True
5265,SKU-FAS-005265,Bajaj Jacket,Fashion,Men,Bajaj,48296.26,35125.35,12.43,Liter,5,2024-06-22,True
5266,SKU-FAS-005266,IKEA T-Shirt,Fashion,Men,IKEA,2729.36,1894.05,1.41,Kg,312,2023-09-05,True
5267,SKU-ELE-005267,Philips Business Laptop,Electronics,Laptop,Philips,3419.64,2445.4,19.09,Liter,425,2018-11-21,True
5268,SKU-GRO-005268,Sony Coffee,Groceries,Beverages,Sony,41335.45,29272.68,19.42,Kg,433,2020-05-17,True
5269,SKU-GRO-005269,Apple Cooking Oil,Groceries,Food,Apple,25971.57,18621.51,14.99,Box,385,2025-08-28,False
5270,SKU-ELE-005270,Sony Chromebook,Electronics,Laptop,Sony,41206.57,29083.99,12.72,Liter,380,2025-10-31,True
5271,SKU-FUR-005271,Prestige Office Chair,Furniture,Office,Prestige,30672.16,24691.12,0.56,Piece,69,2021-05-02,True
5272,SKU-GRO-005272,Nestle Coffee,Groceries,Beverages,Nestle,58084.78,41684.51,24.36,Pack,393,2019-10-22,True
5273,SKU-FAS-005273,Noise Kurti,Fashion,Women,Noise,71102.61,49841.52,7.12,Kg,423,2019-04-28,True
5274,SKU-ELE-005274,Philips Chromebook,Electronics,Laptop,Philips,44590.25,32248.98,3.48,Piece,91,2024-08-05,True
5275,SKU-FUR-005275,Bajaj TV Unit,Furniture,Living Room,Bajaj,2239.9,1837.13,14.66,Liter,110,2020-08-28,True
5276,SKU-FUR-005276,Philips Wardrobe,Furniture,Bedroom,Philips,58039.95,44130.35,9.31,Liter,105,2021-07-28,True
5277,SKU-ELE-005277,Adidas Business Laptop,Electronics,Laptop,Adidas,49409.54,33086.54,12.45,Kg,104,2021-12-01,True
5278,SKU-GRO-005278,HP Rice,Groceries,Food,HP,3866.37,2883.22,19.11,Pack,367,2022-11-30,True
5279,SKU-FUR-005279,LG Sofa,Furniture,Living Room,LG,278.24,202.81,20.09,Kg,3,2018-12-18,True
5280,SKU-FAS-005280,Samsung Jacket,Fashion,Men,Samsung,40794.23,29884.1,14.5,Box,178,2024-04-21,True
5281,SKU-FUR-005281,Bajaj Bed,Furniture,Bedroom,Bajaj,26882.82,19959.37,12.57,Liter,203,2021-02-01,True
5282,SKU-FUR-005282,Nike Coffee Table,Furniture,Living Room,Nike,49062.42,39214.63,16.85,Piece,457,2020-10-04,True
5283,SKU-GRO-005283,Dell Biscuits,Groceries,Snacks,Dell,51554.23,34488.66,17.31,Pack,452,2025-07-09,True
5284,SKU-ELE-005284,Adidas Wireless Charger,Electronics,Mobile,Adidas,55708.41,39037.1,23.67,Piece,87,2020-01-10,True
5285,SKU-HOM-005285,Prestige Air Cooler,Home Appliances,Cooling,Prestige,22554.54,17817.25,3.72,Box,47,2018-10-23,True
5286,SKU-FAS-005286,Adidas Top,Fashion,Women,Adidas,59788.25,43683.58,22.46,Box,436,2021-12-26,True
5287,SKU-GRO-005287,Lenovo Coffee,Groceries,Beverages,Lenovo,65209.19,43847.36,13.4,Liter,91,2025-10-25,True
5288,SKU-FUR-005288,Sony Wardrobe,Furniture,Bedroom,Sony,49316.92,39255.53,6.52,Kg,375,2022-05-23,True
5289,SKU-GRO-005289,Realme Cooking Oil,Groceries,Food,Realme,37473.76,32223.06,24.24,Pack,32,2023-04-11,True
5290,SKU-FAS-005290,Amul Jacket,Fashion,Men,Amul,19738.13,15332.72,5.56,Liter,271,2024-11-28,True
5291,SKU-HOM-005291,Samsung Ceiling Fan,Home Appliances,Cooling,Samsung,11758.5,7964.47,4.32,Liter,250,2023-03-24,True
5292,SKU-HOM-005292,Bajaj Air Fryer,Home Appliances,Kitchen,Bajaj,50022.73,36236.04,8.07,Kg,405,2020-09-02,False
5293,SKU-ELE-005293,Bajaj Chromebook,Electronics,Laptop,Bajaj,52847.28,36770.69,23.3,Piece,210,2019-05-09,True
5294,SKU-GRO-005294,Parle Coffee,Groceries,Beverages,Parle,57838.92,44286.3,17.01,Liter,362,2022-06-23,True
5295,SKU-GRO-005295,Dell Fruit Juice,Groceries,Beverages,Dell,46343.12,37785.27,20.49,Piece,129,2019-05-31,True
5296,SKU-FAS-005296,IKEA Running Shoes,Fashion,Footwear,IKEA,23471.98,16870.58,22.06,Box,282,2025-05-20,True
5297,SKU-HOM-005297,Bajaj Air Cooler,Home Appliances,Cooling,Bajaj,73338.73,49005.49,15.15,Liter,12,2025-04-19,True
5298,SKU-FAS-005298,Bajaj Sandals,Fashion,Footwear,Bajaj,59691.8,49821.8,17.84,Kg,407,2019-09-26,True
5299,SKU-HOM-005299,Sony Ceiling Fan,Home Appliances,Cooling,Sony,25501.38,17260.44,0.75,Box,9,2019-07-31,True
5300,SKU-ELE-005300,Puma Bluetooth Speaker,Electronics,Accessories,Puma,49177.6,35287.97,13.01,Liter,484,2018-08-25,True
5301,SKU-ELE-005301,Nike Smart Watch,Electronics,Accessories,Nike,57984.01,46498.69,8.1,Kg,92,2019-01-26,True
5302,SKU-FUR-005302,Philips Study Table,Furniture,Office,Philips,16177.93,13705.04,5.38,Box,399,2025-08-10,True
5303,SKU-ELE-005303,Realme Chromebook,Electronics,Laptop,Realme,56988.49,45313.54,22.11,Liter,13,2025-03-10,True
5304,SKU-HOM-005304,Apple Ceiling Fan,Home Appliances,Cooling,Apple,55751.01,41047.97,20.69,Piece,31,2020-06-08,True
5305,SKU-GRO-005305,Havells Chips,Groceries,Snacks,Havells,28307.8,22350.68,0.21,Liter,398,2019-08-29,True
5306,SKU-GRO-005306,Bajaj Namkeen,Groceries,Snacks,Bajaj,49155.07,35663.33,9.93,Pack,232,2020-03-25,True
5307,SKU-ELE-005307,Adidas Business Laptop,Electronics,Laptop,Adidas,27855.42,23614.55,9.04,Pack,425,2025-07-21,True
5308,SKU-HOM-005308,Prestige Air Fryer,Home Appliances,Kitchen,Prestige,24407.97,20816.38,7.03,Kg,452,2021-12-14,True
5309,SKU-FAS-005309,Prestige Sneakers,Fashion,Footwear,Prestige,19200.03,15121.61,11.2,Liter,83,2021-09-17,True
5310,SKU-GRO-005310,Apple Tea,Groceries,Beverages,Apple,44767.67,38135.51,21.79,Pack,201,2024-05-20,True
5311,SKU-FAS-005311,Puma Jacket,Fashion,Men,Puma,1869.1,1331.27,1.72,Liter,373,2023-11-28,True
5312,SKU-GRO-005312,Lenovo Namkeen,Groceries,Snacks,Lenovo,62758.65,45251.01,23.19,Kg,336,2026-07-09,True
5313,SKU-GRO-005313,IKEA Biscuits,Groceries,Snacks,IKEA,54291.04,40368.05,12.04,Piece,196,2024-01-11,True
5314,SKU-HOM-005314,Godrej Air Fryer,Home Appliances,Kitchen,Godrej,47599.45,38107.24,3.04,Piece,99,2019-04-06,True
5315,SKU-HOM-005315,Prestige Ceiling Fan,Home Appliances,Cooling,Prestige,58498.27,40931.57,16.19,Kg,221,2023-07-02,False
5316,SKU-FUR-005316,Bajaj TV Unit,Furniture,Living Room,Bajaj,30811.87,23959.97,11.47,Liter,390,2023-07-14,True
5317,SKU-ELE-005317,Nestle Wireless Charger,Electronics,Mobile,Nestle,42132.66,31713.06,24.68,Pack,294,2020-09-30,True
5318,SKU-FAS-005318,Woodland Running Shoes,Fashion,Footwear,Woodland,16394.34,11881.28,15.78,Piece,87,2026-05-08,True
5319,SKU-FUR-005319,Apple Wardrobe,Furniture,Bedroom,Apple,24260.81,16618.09,12.47,Kg,204,2025-06-17,True
5320,SKU-FUR-005320,Sony Office Chair,Furniture,Office,Sony,66380.47,47246.08,11.82,Box,396,2019-03-08,True
5321,SKU-HOM-005321,Adidas Vacuum Cleaner,Home Appliances,Cleaning,Adidas,56998.88,42888.39,8.41,Box,371,2018-09-24,True
5322,SKU-GRO-005322,Realme Sugar,Groceries,Food,Realme,42487.84,34496.12,16.36,Kg,333,2019-02-04,True
5323,SKU-ELE-005323,Amul Phone Case,Electronics,Mobile,Amul,45269.49,34473.92,17.98,Liter,282,2020-03-24,True
5324,SKU-HOM-005324,Dell Vacuum Cleaner,Home Appliances,Cleaning,Dell,46126.71,30783.77,6.64,Piece,455,2026-03-22,True
5325,SKU-FAS-005325,Parle Running Shoes,Fashion,Footwear,Parle,36686.87,26281.64,22.27,Box,318,2024-01-16,True
5326,SKU-FUR-005326,Noise TV Unit,Furniture,Living Room,Noise,27562.56,22596.39,22.45,Kg,131,2022-04-26,True
5327,SKU-GRO-005327,Havells Sugar,Groceries,Food,Havells,47771.31,40270.53,8.9,Pack,282,2025-06-06,True
5328,SKU-FUR-005328,Prestige Coffee Table,Furniture,Living Room,Prestige,9008.06,6173.57,4.09,Pack,380,2019-08-23,True
5329,SKU-GRO-005329,Mi Wheat Flour,Groceries,Food,Mi,34936.95,26400.66,1.76,Kg,11,2019-04-30,True
5330,SKU-ELE-005330,Bajaj Bluetooth Speaker,Electronics,Accessories,Bajaj,30940.35,21286.84,18.01,Pack,218,2026-03-30,True
5331,SKU-FUR-005331,Godrej Study Table,Furniture,Office,Godrej,56657.36,44000.58,23.41,Kg,39,2025-10-02,True
5332,SKU-FAS-005332,Dell Dress,Fashion,Women,Dell,16687.03,12918.79,24.38,Pack,476,2025-08-07,True
5333,SKU-ELE-005333,LG Keyboard,Electronics,Accessories,LG,25647.06,19651.52,16.02,Liter,266,2025-06-05,True
5334,SKU-GRO-005334,Woodland Biscuits,Groceries,Snacks,Woodland,29218.88,22832.41,4.48,Kg,490,2021-05-14,True
5335,SKU-FUR-005335,Samsung Office Chair,Furniture,Office,Samsung,47757.41,39268.12,19.01,Kg,115,2019-08-03,True
5336,SKU-FAS-005336,Dell Handbag,Fashion,Women,Dell,65583.07,49781.58,21.82,Piece,388,2018-11-28,True
5337,SKU-FAS-005337,HP Dress,Fashion,Women,HP,63802.73,47434.15,20.7,Piece,171,2022-06-20,True
5338,SKU-FUR-005338,Samsung Coffee Table,Furniture,Living Room,Samsung,28629.79,21767.5,10.8,Piece,342,2018-12-23,True
5339,SKU-HOM-005339,Puma Rice Cooker,Home Appliances,Kitchen,Puma,21056.45,15670.06,4.99,Liter,456,2019-12-22,True
5340,SKU-FAS-005340,Philips Jeans,Fashion,Men,Philips,17105.16,12279.12,18.5,Piece,371,2026-05-29,False
5341,SKU-ELE-005341,Woodland Feature Phone,Electronics,Mobile,Woodland,66091.29,47399.77,11.39,Piece,394,2023-06-05,True
5342,SKU-FAS-005342,Boat Sandals,Fashion,Footwear,Boat,43827.59,30284.9,19.12,Piece,388,2022-03-25,True
5343,SKU-HOM-005343,Samsung Rice Cooker,Home Appliances,Kitchen,Samsung,24124.84,18050.75,18.19,Kg,190,2025-07-14,True
5344,SKU-ELE-005344,Lenovo Wireless Charger,Electronics,Mobile,Lenovo,21143.89,16521.07,20.15,Pack,443,2024-09-15,True
5345,SKU-GRO-005345,Parle Namkeen,Groceries,Snacks,Parle,51306.96,34338.65,5.92,Pack,257,2021-11-27,True
5346,SKU-FAS-005346,Mi Running Shoes,Fashion,Footwear,Mi,20977.06,15505.92,21.93,Kg,16,2022-10-07,True
5347,SKU-HOM-005347,Realme Steam Mop,Home Appliances,Cleaning,Realme,11610.61,9684.66,0.87,Piece,421,2018-10-18,True
5348,SKU-FAS-005348,Dell Shirt,Fashion,Men,Dell,44758.74,30818.72,18.96,Kg,46,2021-10-20,True
